<<<<<<< HEAD
TEAM_ID,Home_Away,MATCHUP_ID,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,AST,OREB,TOV,STL,BLK,REB,MIN,DREB,ORtg_Oliver,DRtg_Oliver,PTS_OPP,FGM_OPP,FGA_OPP,FG3M_OPP,FG3A_OPP,FTM_OPP,FTA_OPP,AST_OPP,OREB_OPP,DREB_OPP,TOV_OPP,STL_OPP,BLK_OPP,REB_OPP,MIN_OPP,ORtg_Oliver_OPP,DRtg_Oliver_OPP,PTS_PER_MIN,FG_PCT,FG3_PCT,FT_PCT,TS%,eFG%,AST%,Offensive_Possessions,ORtg,PER%,OFF_EFF,PTS_PER_MIN_OPP,FG_PCT_OPP,FG3_PCT_OPP,FT_PCT_OPP,TS%_OPP,eFG%_OPP,AST%_OPP,Defensive_Possessions,DRtg,DPER%,PTS_DIFF,PTS_PER_MIN_DIFF,FG_PCT_DIFF,FG3_PCT_DIFF,FT_PCT_DIFF,TS%_DIFF,eFG%_DIFF,AST%_DIFF,ORtg_DIFF,PER%_DIFF,ORtg_Oliver_DIFF,DRtg_Oliver_DIFF
1610612737,Away,ATLBKN,111.5,42.5,92.0,9.0,33.0,17.5,19.5,22.0,14.0,14.5,9.0,3.5,42.0,240.0,28.0,76.29689305050084,124.33751050902552,122.0,47.0,85.5,14.0,31.5,14.0,17.0,31.5,9.0,30.5,16.5,9.5,4.0,39.5,239.0,74.18151467775155,113.70911882216983,0.46458333333333335,0.46195652173913043,0.2727272727272727,0.8974358974358975,0.5542851461523166,0.5108695652173914,23.91304347826087,101.08,110.30866640284923,112.28729719034429,0.6145833333333334,0.5104602510460251,0.5497076023391813,0.4444444444444444,0.8235294117647058,0.6560550656055065,0.631578947368421,36.84210526315789,100.48,121.4171974522293,128.38375796178343,-10.5,-0.045876917712691756,0.08775108060005082,0.1717171717171717,-0.07390648567119162,0.10176991945318992,0.12070938215102966,12.92906178489702,11.108531049380076,16.09646077143914,2.1153783727492907,10.628391686855693
1610612737,Away,ATLBOS,109.5,42.5,98.0,12.75,39.25,11.75,14.75,24.25,13.75,10.75,9.75,4.25,44.5,241.25,30.75,81.18480195426113,122.02474939404043,117.0,45.25,88.75,16.25,39.5,10.25,13.75,29.25,9.5,38.5,13.5,5.5,7.75,48.0,240.25,76.41980365945373,111.36887748119155,0.4538860103626943,0.4336734693877551,0.3248407643312102,0.7966101694915254,0.5239735859890899,0.4987244897959184,24.744897959183675,101.49,107.89240319243277,125.38181101586363,0.6113989637305699,0.4869927159209157,0.5098591549295775,0.41139240506329117,0.7454545454545455,0.6170886075949368,0.6014084507042253,32.95774647887324,98.8,118.42105263157896,140.1821862348178,-7.5,-0.03310670555822137,0.07618568554182237,0.08655164073208099,-0.05115562403697993,0.09311502160584684,0.10268396090830695,8.212848519689565,10.528649439146193,14.800375218954173,4.764998294807398,10.65587191284888
1610612737,Away,ATLCHA,124.33333333333333,44.333333333333336,92.0,10.333333333333334,28.666666666666668,25.333333333333332,29.333333333333332,25.0,10.666666666666666,12.0,8.0,3.3333333333333335,41.666666666666664,240.0,31.0,79.98406481983297,118.48859141069256,122.0,45.0,89.33333333333333,15.333333333333334,39.0,16.666666666666668,22.666666666666668,32.0,10.0,33.0,16.0,6.0,4.333333333333333,43.0,240.66666666666666,72.88261995595386,120.39718054671248,0.5180555555555555,0.4818840579710145,0.3604651162790698,0.8636363636363636,0.5925902389425521,0.5380434782608695,27.173913043478258,106.24,117.03062248995984,113.57931726907631,0.6666666666666665,0.5069252077562327,0.5037313432835822,0.39316239316239315,0.7352941176470589,0.6142588614393126,0.5895522388059702,35.820895522388064,105.30666666666666,115.85211445935681,123.13243859204866,2.3333333333333286,0.01113034779932276,0.021847285312567633,0.032697276883323356,-0.12834224598930477,0.021668622496760492,0.051508760545100674,8.646982478909806,-1.1785080306030267,9.553121322972345,7.1014448638791094,-1.9085891360199128
1610612737,Away,ATLCHI,111.5,43.5,85.5,10.0,30.5,14.5,19.0,25.0,8.0,17.0,5.5,5.5,45.5,241.0,37.5,70.93520451480438,112.74298181071484,108.0,42.5,92.0,9.0,32.5,14.0,19.0,22.0,10.5,29.0,8.5,10.5,4.5,39.5,240.0,82.54879809034408,111.4484465567571,0.46265560165975106,0.5087719298245614,0.32786885245901637,0.7631578947368421,0.5939697421691882,0.5672514619883041,29.239766081871345,102.86,108.39976667314797,114.71903558234493,0.5995850622406639,0.45,0.46195652173913043,0.27692307692307694,0.7368421052631579,0.538062973296134,0.5108695652173914,23.91304347826087,98.36,109.80073200488003,121.49247661651077,3.5,0.012655601659751048,-0.046815408085431,-0.05094577553593943,-0.026315789473684292,-0.055906768873054236,-0.056381896770912765,-5.326722603610474,1.400965331732067,6.773441034165842,-11.613593575539696,1.2945352539577328
1610612737,Away,ATLCLE,102.0,38.0,87.0,11.0,34.0,15.0,17.0,24.0,10.0,16.0,11.0,3.0,35.0,240.0,25.0,72.6835462826009,121.11677241342186,114.0,42.0,70.0,10.0,19.0,20.0,23.0,24.0,3.0,34.0,19.0,8.0,3.0,37.0,241.0,69.34719105665835,105.8144348108426,0.425,0.4367816091954023,0.3235294117647059,0.8823529411764706,0.5397967823878069,0.5,27.586206896551722,100.48,101.51273885350318,105.49363057324841,0.5666666666666667,0.4730290456431535,0.6,0.5263157894736842,0.8695652173913043,0.711432850723914,0.6714285714285714,34.285714285714285,96.12,118.60174781523096,109.23845193508114,-12.0,-0.04802904564315352,0.16321839080459766,0.20278637770897828,-0.012787723785166238,0.17163606833610712,0.17142857142857137,6.699507389162562,17.089008961727785,3.7448213618327344,3.3363552259425546,15.302337602579257
1610612737,Away,ATLDAL,130.0,49.0,86.0,13.0,26.0,19.0,20.0,28.0,7.0,12.0,7.0,4.0,35.0,241.0,28.0,82.14739020814025,122.84723235849877,122.0,44.0,84.0,16.0,42.0,18.0,24.0,26.0,10.0,21.0,16.0,5.0,3.0,31.0,239.0,71.24021468237144,135.57007236664688,0.5394190871369294,0.5697674418604651,0.5,0.95,0.6856540084388186,0.6453488372093024,32.55813953488372,99.8,130.26052104208418,124.24849699398798,0.6846473029045643,0.5104602510460251,0.5238095238095238,0.38095238095238093,0.75,0.6450930626057529,0.6190476190476191,30.952380952380953,100.56,121.3206046141607,108.39299920445504,8.0,0.028958836090904327,-0.04595791805094129,-0.11904761904761907,-0.19999999999999996,-0.04056094583306569,-0.026301218161683293,-1.6057585825027694,-8.939916427923478,-15.855497789532947,10.907175525768807,-12.722840008148111
1610612737,Away,ATLDEN,108.0,44.0,91.0,6.0,20.0,14.0,17.0,26.0,10.0,15.0,7.0,7.0,43.0,241.0,33.0,75.07732973187511,126.17439962049622,128.0,48.0,95.0,15.0,38.0,17.0,20.0,32.0,12.0,36.0,12.0,14.0,6.0,48.0,240.0,80.73645906659378,107.00772685944548,0.44813278008298757,0.4835164835164835,0.3,0.8235294117647058,0.5483346872461413,0.5164835164835165,28.57142857142857,103.48,104.36799381523,114.0316969462698,0.5975103734439834,0.5333333333333333,0.5052631578947369,0.39473684210526316,0.85,0.6165703275529866,0.5842105263157895,33.68421052631579,103.8,123.31406551059732,145.47206165703278,-20.0,-0.08520055325034576,0.02174667437825334,0.09473684210526317,0.026470588235294135,0.06823564030684526,0.06772700983227298,5.112781954887218,18.946071695367323,31.440364710762978,-5.659129334718671,19.166672761050734
1610612737,Away,ATLDET,127.0,50.0,94.0,10.0,25.5,17.0,21.5,26.5,10.0,9.0,5.5,10.0,45.5,240.0,35.5,83.70404367001058,112.91006342380369,112.5,39.5,88.5,10.5,32.0,23.0,30.0,20.5,12.0,29.0,11.5,3.0,5.0,41.0,240.0,76.03198685148145,127.40428496545664,0.5291666666666667,0.5319148936170213,0.39215686274509803,0.7906976744186046,0.6137637734390102,0.5851063829787234,28.191489361702125,102.46000000000001,123.9508100722233,135.17470232285768,0.68125,0.46875,0.4463276836158192,0.328125,0.7666666666666667,0.5530973451327433,0.5056497175141242,23.163841807909606,101.2,111.16600790513833,106.71936758893281,14.5,0.060416666666666674,-0.08558721000120206,-0.06403186274509803,-0.024031007751937894,-0.060666428306266895,-0.07945666546459917,-5.027647553792519,-12.784802167084976,-28.45533473392487,7.6720568185291285,-14.494221541652948
1610612737,Away,ATLGSW,141.0,53.0,109.0,11.0,35.0,24.0,29.0,30.0,10.0,13.0,9.0,10.0,53.0,290.0,43.0,80.84094777510387,114.04426362941861,143.0,54.0,121.0,19.0,59.0,16.0,24.0,34.0,23.0,46.0,19.0,9.0,6.0,69.0,290.0,71.16426164613323,114.91960824277203,0.4862068965517241,0.48623853211009177,0.3142857142857143,0.8275862068965517,0.5790078843626807,0.536697247706422,27.522935779816514,124.76,113.01699262584162,122.63546008336004,0.6241379310344828,0.49310344827586206,0.4462809917355372,0.3220338983050847,0.6666666666666666,0.5434782608695652,0.5247933884297521,28.09917355371901,127.56,112.10410787080589,134.8385073690812,-2.0,-0.006896551724137945,-0.03995754037455457,0.007748184019370441,-0.16091954022988508,-0.0355296234931155,-0.011903859276669926,0.5762377739024949,-0.9128847550357335,12.20304728572117,9.676686128970644,-0.8753446133534197
1610612737,Away,ATLHOU,122.0,39.0,82.0,15.0,39.0,29.0,36.0,14.0,6.0,13.0,9.0,6.0,28.0,241.0,22.0,74.19402989894817,124.02986006156239,128.0,41.0,87.0,12.0,35.0,34.0,41.0,25.0,22.0,37.0,21.0,9.0,4.0,59.0,241.0,65.40479920333473,117.30472182499264,0.5062240663900415,0.47560975609756095,0.38461538461538464,0.8055555555555556,0.6234668847097301,0.5670731707317073,17.073170731707318,104.84,116.3677985501717,93.47577260587562,0.5892116182572614,0.5311203319502075,0.47126436781609193,0.34285714285714286,0.8292682926829268,0.6092916984006094,0.5402298850574713,28.735632183908045,104.03999999999999,123.02960399846215,123.99077277970012,-6.0,-0.024896265560165998,-0.00434538828146902,-0.041758241758241776,0.02371273712737121,-0.014175186309120735,-0.026843285674235995,11.662461452200727,6.661805448290451,30.515000173824504,8.78923069561344,6.725138236569748
